CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71354100-5,Serveis de cartografia digital
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71354200-6,Serveis de cartografia aèria
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71354300-7,Serveis d'estudis cadastrals
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71354400-8,Serveis hidrogràfics
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71354500-9,Serveis de cartografia marítima
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71355000-1,Serveis d'agrimensura
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71355100-2,Serveis de fotogrametria
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71355200-3,Servei oficial de topografia cadastral
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71356000-8,Serveis tècnics
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71356100-9,Serveis de control tècnic
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71356200-0,Serveis d'assistència tècnica
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71356300-1,Serveis de suport tècnic
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71300000-1,Serveis d'enginyeria,71350000-6,Serveis científics i tècnics en enginyeria,71356400-2,Serveis de planificació tècnica
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71400000-2,Serveis d'urbanisme i d'arquitectura paisatgística,71410000-5,Serveis d'urbanisme,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71400000-2,Serveis d'urbanisme i d'arquitectura paisatgística,71420000-8,Serveis d'arquitectura paisatgística,71421000-5,Serveis d'arquitectura de jardins
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71500000-3,Serveis relacionats amb la construcció,71510000-6,Serveis de reconeixement de l'emplaçament,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71500000-3,Serveis relacionats amb la construcció,71520000-9,Serveis de supervisió d'obres,71521000-6,Serveis de supervisió de l'emplaçament de l'obra
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71500000-3,Serveis relacionats amb la construcció,71530000-2,Serveis d'assessorament en l'àmbit de la construcció,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71500000-3,Serveis relacionats amb la construcció,71540000-5,Serveis de gestió d'obres,71541000-2,Serveis de gestió de projectes de construcció
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71500000-3,Serveis relacionats amb la construcció,71550000-8,Serveis de treballs de forja,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71610000-7,Serveis d'assaig i anàlisi de composició i puresa,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71620000-0,Serveis d'anàlisi,71621000-7,Serveis d'anàlisi o assessorament tècnics
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631000-0,Serveis d'inspecció tècnica
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631100-1,Serveis d'inspecció de maquinària
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631200-2,Serveis d'inspecció tècnica d'automòbils
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631300-3,Serveis d'inspecció tècnica d'edificis
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631400-4,Serveis d'inspecció tècnica d'estructures d'enginyeria
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631420-0,Serveis d'inspecció relacionats amb la seguretat marítima
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631430-3,Serveis de detecció de fuites
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631440-6,Serveis de monitoratge de fluxos
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631450-9,Serveis d'inspecció de ponts
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631460-2,Serveis d'inspecció de preses
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631470-5,Serveis d'inspecció de vies fèrries
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631480-8,Serveis d'inspecció de carreteres
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71631490-1,Serveis d'inspecció de pistes d'aterratge
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71632000-7,Serveis d'assaig tècnic
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71632100-8,Serveis d'assaig de vàlvules
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71600000-4,"Serveis d'assaig, anàlisi i assessorament tècnics",71630000-3,Serveis d'inspecció i assaig tècnics,71632200-9,Serveis d'assaig no destructiu
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71700000-5,Serveis de monitoratge i control,71730000-4,Serveis d'inspecció industrial,71731000-1,Serveis de control de qualitat industrial
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71800000-6,Serveis d'assessorament en el subministrament d'aigua i en residus,No definit,No definida,No definit,No definida
71000000-8,"Serveis d'arquitectura, construcció, enginyeria i inspecció",71900000-7,Serveis de laboratori,No definit,No definida,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72100000-6,Serveis d'assessorament en maquinari,72110000-9,Serveis d'assessorament en la selecció de maquinari,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72100000-6,Serveis d'assessorament en maquinari,72120000-2,Serveis d'assessorament en recuperació de maquinari en cas de catàstrofe,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72100000-6,Serveis d'assessorament en maquinari,72130000-5,Serveis d'assessorament en planificació d'instal·lacions informàtiques,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72100000-6,Serveis d'assessorament en maquinari,72140000-8,Serveis d'assessorament en proves d'acceptació de maquinari,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72100000-6,Serveis d'assessorament en maquinari,72150000-1,Serveis d'assessorament en auditoria informàtica i maquinari,No definit,No definida
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72211000-7,Serveis de programació de sistemes i programes d'usuari
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212000-4,Serveis de programació de programes d'aplicació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212100-0,Serveis de desenvolupament de programari específic d'un sector econòmic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212110-3,Serveis de desenvolupament de programari de punts de venda
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212120-6,Serveis de desenvolupament de programari de control de vols
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212121-3,Serveis de desenvolupament de programari de control de trànsit aeri
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212130-9,Serveis de desenvolupament de programari de suport en terra i d'assaigs per a l'aviació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212131-6,Serveis de desenvolupament de programari de suport en terra per a l'aviació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212132-3,Serveis de desenvolupament de programari d'assaigs per a l'aviació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212140-2,Serveis de desenvolupament de programari de control del trànsit ferroviari
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212150-5,Serveis de desenvolupament de programari de control industrial
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212160-8,Serveis de desenvolupament de programari de biblioteques
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212170-1,Serveis de desenvolupament de programari de compliment normatiu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212180-4,Serveis de desenvolupament de programari mèdic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212190-7,Serveis de desenvolupament de programari educatiu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212200-1,"Serveis de desenvolupament de programari de gestió de xarxes, Internet i intranet"
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212210-4,Serveis de desenvolupament de programari de gestió de xarxes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212211-1,Serveis de desenvolupament de programari d'interconnectivitat de plataformes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212212-8,Serveis de desenvolupament de programari de servidor de discos òptics
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212213-5,Serveis de desenvolupament de programari de millora del sistema operatiu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212214-2,Serveis de desenvolupament de programari de sistemes operatius en xarxa
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212215-9,Serveis de desenvolupament de programari de desenvolupadors de xarxes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212216-6,Serveis de desenvolupament de programari d'emulació de terminals de connectivitat de xarxes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212217-3,Serveis de desenvolupament de programari de tractament de transaccions
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212218-0,Serveis de desenvolupament de programari de gestió de llicències
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212219-7,Serveis de desenvolupament de programari de gestió de xarxes diversos
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212220-7,Serveis de desenvolupament de programari d'Internet i intranet
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212221-4,Serveis de desenvolupament de programari de navegació a Internet
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212222-1,Serveis de desenvolupament de programari de servidors web
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212223-8,Serveis de desenvolupament de programari de correu electrònic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212224-5,Serveis de desenvolupament de programari d'edició de pàgines web
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212300-2,"Serveis de desenvolupament de programari de creació de documents, de dibuix i tractament d'imatges, i de planificació i productivitat"
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212310-5,Serveis de desenvolupament de programari de creació de documents
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212311-2,Serveis de desenvolupament de programari de gestió de documents
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212312-9,Serveis de desenvolupament de programari d'edició electrònica
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212313-6,Serveis de desenvolupament de programari de reconeixement òptic de caràcters (OCR)
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212314-3,Serveis de desenvolupament de programari de reconeixement de la parla
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212315-0,Serveis de desenvolupament de programari d'autoedició
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212316-7,Serveis de desenvolupament de programari de presentació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212317-4,Serveis de desenvolupament de programari de tractament de textos
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212318-1,Serveis de desenvolupament de programari d'escàner
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212320-8,Serveis de desenvolupament de programari de dibuix i tractament d'imatges
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212321-5,Serveis de desenvolupament de programari de disseny assistit per ordinador (DAO)
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212322-2,Serveis de desenvolupament de programari de gràfics
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212323-9,Serveis de desenvolupament de programari de fabricació assistida per ordinador (FAO)
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212324-6,Serveis de desenvolupament de programari de traçat de diagrames
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212325-3,Serveis de desenvolupament de programari d'elaboració de formularis
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212326-0,Serveis de desenvolupament de programari cartogràfic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212327-7,Serveis de desenvolupament de programari de dibuix i pintura
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212328-4,Serveis de desenvolupament de programari de processament d'imatges
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212330-1,Serveis de desenvolupament de programari de planificació i productivitat
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212331-8,Serveis de desenvolupament de programari de gestió de projectes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212332-5,Serveis de desenvolupament de programari de planificació
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212333-2,Serveis de desenvolupament de programari de gestió de contactes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212400-3,Serveis de desenvolupament de programari de transaccions comercials i personals
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212410-6,Serveis de desenvolupament de programari de gestió d'inversions i elaboració de declaracions fiscals
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212411-3,Serveis de desenvolupament de programari de gestió d'inversions
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212412-0,Serveis de desenvolupament de programari d'elaboració de declaracions fiscals
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212420-9,Serveis de desenvolupament de programari de gestió d'instal·lacions i paquets ofimàtics
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212421-6,Serveis de desenvolupament de programari de gestió d'instal·lacions
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212422-3,Serveis de desenvolupament de paquets ofimàtics
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212430-2,Serveis de desenvolupament de programari de gestió d'inventaris
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212440-5,Serveis de desenvolupament de programari d'anàlisi financera i comptabilitat
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212441-2,Serveis de desenvolupament de programari d'anàlisi financera
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212442-9,Serveis de desenvolupament de programari de sistemes financers
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212443-6,Serveis de desenvolupament de programari de comptabilitat
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212445-0,Serveis de desenvolupament de programari de gestió de relacions amb el consumidor
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212450-8,Serveis de desenvolupament de programari de gestió del temps o de recursos humans
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212451-5,Serveis de desenvolupament de programari de planificació de recursos empresarials
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212460-1,Serveis de desenvolupament de programari analític o científic i matemàtic o predictiu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212461-8,Serveis de desenvolupament de programari analític o científic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212462-5,Serveis de desenvolupament de programari matemàtic o predictiu
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212463-2,Serveis de desenvolupament de programari estadístic
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212470-4,Serveis de desenvolupament de programari de subhastes
72000000-5,"Serveis de TI: assessorament, desenvolupament de programari, Internet i suport",72200000-7,Serveis de programació i d'assessorament en programes  informàtics,72210000-0,Serveis de programació de paquets de programes informàtics,72212480-7,Serveis de desenvolupament de programari de vendes o màrqueting i d'intel·ligència empresarial
